recipe_num|title|url|image|servings|prep_time|cook_time|total_time|n_reviews|avg_review
14018|Pasta Primavera Sauce|https://www.allrecipes.com/recipe/14018/pasta-primavera-sauce/|https://images.media-allrecipes.com/userphotos/250x250/43674.jpg|6|None|None|None|80|4.56
21455|Quick Pasta Sauce|https://www.allrecipes.com/recipe/21455/quick-pasta-sauce/|https://images.media-allrecipes.com/userphotos/560x315/4128066.jpg|6|5|25|30|87|4.38
216740|Cream Cheese Alfredo Sauce|https://www.allrecipes.com/recipe/216740/cream-cheese-alfredo-sauce/|https://images.media-allrecipes.com/userphotos/560x315/3067376.jpg|6|10|15|25|86|4.65
24191|Hot Mexican Spinach Dip|https://www.allrecipes.com/recipe/24191/hot-mexican-spinach-dip/|https://images.media-allrecipes.com/userphotos/560x315/2379445.jpg|56|15|15|30|423|4.5
51156|Spinach Enchiladas Verde|https://www.allrecipes.com/recipe/51156/spinach-enchiladas-verde/|https://images.media-allrecipes.com/userphotos/560x315/6524225.jpg|6|15|20|35|287|4.39
229247|Spinach and Chicken Enchiladas|https://www.allrecipes.com/recipe/229247/spinach-and-chicken-enchiladas/|https://images.media-allrecipes.com/userphotos/1043269.jpg|5|20|40|60|51|4.607843137254902
48727|Mike's Homemade Pizza|https://www.allrecipes.com/recipe/48727/mikes-homemade-pizza/|https://images.media-allrecipes.com/userphotos/560x315/1347074.jpg|8|70|20|90|132|4.49
240376|Homemade Pepperoni Pizza|https://www.allrecipes.com/recipe/240376/homemade-pepperoni-pizza/|https://images.media-allrecipes.com/userphotos/560x315/1687323.jpg|6|None|None|None|33|4.74
222165|Homemade Taco Seasoning Mix|https://www.allrecipes.com/recipe/222165/homemade-taco-seasoning-mix/|https://images.media-allrecipes.com/userphotos/560x315/4477587.jpg|4|5|None|5|331|4.72
222163|Famous Taco Seasoning Mix|https://www.allrecipes.com/recipe/222163/famous-taco-seasoning-mix/|https://images.media-allrecipes.com/userphotos/560x315/1110820.jpg|4|10|None|10|80|4.63
219652|Taco Seasoning (without the chili powder)|https://www.allrecipes.com/recipe/219652/taco-seasoning-without-the-chili-powder/|https://images.media-allrecipes.com/userphotos/560x315/877650.jpg|10|5|None|5|60|4.6
222164|Easy Taco Seasoning Mix|https://www.allrecipes.com/recipe/222164/easy-taco-seasoning-mix/|https://images.media-allrecipes.com/userphotos/560x315/1023844.jpg|32|5|None|5|32|4.21
26258|Chicken Alfredo with Fettuccini Noodles|https://www.allrecipes.com/recipe/26258/chicken-alfredo-with-fettuccini-noodles/|https://images.media-allrecipes.com/userphotos/1013589.jpg|8|20|15|35|292|3.8013698630136985
22268|Alfredo Blue|https://www.allrecipes.com/recipe/22268/alfredo-blue/|https://images.media-allrecipes.com/userphotos/250x250/268441.jpg|8|10|25|35|145|4.16
54633|Famous Restaurant Alfredo Sauce|https://www.allrecipes.com/recipe/54633/famous-restaurant-alfredo-sauce/|https://images.media-allrecipes.com/userphotos/560x315/1083294.jpg|4|5|15|20|122|4.06
57243|Chicken Pesto Pizza|https://www.allrecipes.com/recipe/57243/chicken-pesto-pizza/|https://images.media-allrecipes.com/userphotos/178950.jpg|6|10|10|20|318|4.610062893081761
15472|Easy Pesto Pizza|https://www.allrecipes.com/recipe/15472/easy-pesto-pizza/|https://images.media-allrecipes.com/userphotos/560x315/4496743.jpg|24|5|15|20|24|4.29
259406|Spinach and Ricotta Puff Pastry Christmas Tree|https://www.allrecipes.com/recipe/259406/spinach-and-ricotta-puff-pastry-christmas-tree/|https://images.media-allrecipes.com/userphotos/560x315/4589513.jpg|8|20|27|107|17|4.26
216395|Stuffed Portobello Mushrooms|https://www.allrecipes.com/recipe/216395/stuffed-portobello-mushrooms/|https://images.media-allrecipes.com/userphotos/250x250/977262.jpg|12|20|10|30|43|4.5
14261|Vegan Thai Noodle Salad|https://www.allrecipes.com/recipe/14261/vegan-thai-noodle-salad/|https://images.media-allrecipes.com/userphotos/560x315/39978.jpg|7|15|10|25|53|4.06
229270|Spicy Rice Noodle Salad|https://www.allrecipes.com/recipe/229270/spicy-rice-noodle-salad/|https://images.media-allrecipes.com/userphotos/3800640.jpg|6|20|30|50|58|4.258620689655173
21195|Easy Alfredo Sauce II|https://www.allrecipes.com/recipe/21195/easy-alfredo-sauce-ii/|https://images.media-allrecipes.com/userphotos/560x315/1172858.jpg|8|5|None|5|164|4.35
11715|Easy Spaghetti with Tomato Sauce|https://www.allrecipes.com/recipe/11715/easy-spaghetti-with-tomato-sauce/|https://images.media-allrecipes.com/userphotos/560x315/999096.jpg|5|None|None|None|83|4.39
229923|Roasted Sweet Potatoes and Vegetables With Thyme and Maple Syrup|https://www.allrecipes.com/recipe/229923/roasted-sweet-potatoes-and-vegetables-with-thyme-and-maple-syrup/|https://images.media-allrecipes.com/userphotos/560x315/1015371.jpg|4|20|45|65|43|4.71
229369|Baked Eggplant Parmesan|https://www.allrecipes.com/recipe/229369/baked-eggplant-parmesan/|https://images.media-allrecipes.com/userphotos/560x315/1123748.jpg|6|20|45|245|203|4.52
223358|Crunchy Eggplant Parmesan|https://www.allrecipes.com/recipe/223358/crunchy-eggplant-parmesan/|https://images.media-allrecipes.com/userphotos/560x315/880565.jpg|8|60|55|155|132|4.6
235794|Eggplant Parmesan Casserole |https://www.allrecipes.com/recipe/235794/eggplant-parmesan-casserole/|https://images.media-allrecipes.com/userphotos/560x315/5629389.jpg|6|15|65|80|112|4.56
223361|Eggplant Parmesan with Fresh Basil and Smoked Mozzarella|https://www.allrecipes.com/recipe/223361/eggplant-parmesan-with-fresh-basil-and-smoked-mozzarella/|https://images.media-allrecipes.com/userphotos/560x315/5560362.jpg|5|20|40|80|51|4.63
231880|Black Bean and Sweet Potato Quesadillas|https://www.allrecipes.com/recipe/231880/black-bean-and-sweet-potato-quesadillas/|https://images.media-allrecipes.com/userphotos/560x315/1005697.jpg|4|15|35|50|35|4.47
236565|Sweet Potato and Chickpea Masala|https://www.allrecipes.com/recipe/236565/sweet-potato-and-chickpea-masala/|https://images.media-allrecipes.com/userphotos/560x315/5501426.jpg|3|15|30|45|25|4.41
83761|Sweet Potato and Curried Red Lentil Pizza|https://www.allrecipes.com/recipe/83761/sweet-potato-and-curried-red-lentil-pizza/|https://images.media-allrecipes.com/userphotos/560x315/3129314.jpg|8|30|40|70|16|4.14
21561|Shrimp Fried Rice II|https://www.allrecipes.com/recipe/21561/shrimp-fried-rice-ii/|https://images.media-allrecipes.com/userphotos/560x315/4557813.jpg|4|20|10|30|367|4.23
149229|Taiwanese-Style Three Cup Chicken|https://www.allrecipes.com/recipe/149229/taiwanese-style-three-cup-chicken/|https://images.media-allrecipes.com/userphotos/356917.jpg|4|20|40|60|61|4.19672131147541
56140|Pineapple Fried Rice II|https://www.allrecipes.com/recipe/56140/pineapple-fried-rice-ii/|https://images.media-allrecipes.com/userphotos/250x250/384934.jpg|4|15|30|65|118|4.39
135367|Chinese Lion's Head Soup|https://www.allrecipes.com/recipe/135367/chinese-lions-head-soup/|https://images.media-allrecipes.com/userphotos/666788.jpg|4|15|20|35|121|4.6115702479338845
77408|Chinese Spareribs|https://www.allrecipes.com/recipe/77408/chinese-spareribs/|https://images.media-allrecipes.com/userphotos/868083.jpg|2|5|40|165|119|4.3277310924369745
49350|Chinese Green Bean Stir-Fry|https://www.allrecipes.com/recipe/49350/chinese-green-bean-stir-fry/|https://images.media-allrecipes.com/userphotos/560x315/266714.jpg|40|20|15|35|65|4.01
93234|Honey Walnut Shrimp|https://www.allrecipes.com/recipe/93234/honey-walnut-shrimp/|https://images.media-allrecipes.com/userphotos/560x315/270515.jpg|4|15|15|30|402|4.51
115965|Egg Drop Soup (Better than Restaurant Quality!)|https://www.allrecipes.com/recipe/115965/egg-drop-soup-better-than-restaurant-quality/|https://images.media-allrecipes.com/userphotos/560x315/972459.jpg|1|5|5|10|520|4.48
8919|Grilled Asian Chicken|https://www.allrecipes.com/recipe/8919/grilled-asian-chicken/|https://images.media-allrecipes.com/userphotos/931745.jpg|4|15|15|50|535|4.478504672897197
195083|Slow Cooker Mongolian Beef|https://www.allrecipes.com/recipe/195083/slow-cooker-mongolian-beef/|https://images.media-allrecipes.com/userphotos/250x250/374059.jpg|4|10|250|270|307|3.96
139027|Teriyaki Sauce and Marinade|https://www.allrecipes.com/recipe/139027/teriyaki-sauce-and-marinade/|https://images.media-allrecipes.com/userphotos/250x250/199478.jpg|8|10|20|30|215|4.65
162361|Gyoza Sauce|https://www.allrecipes.com/recipe/162361/gyoza-sauce/|https://images.media-allrecipes.com/userphotos/560x315/812892.jpg|16|15|None|30|93|4.43
13107|Miso Soup|https://www.allrecipes.com/recipe/13107/miso-soup/|https://images.media-allrecipes.com/userphotos/560x315/365400.jpg|4|5|15|20|332|4.7
127500|Japanese-Style Deep-Fried Shrimp|https://www.allrecipes.com/recipe/127500/japanese-style-deep-fried-shrimp/|https://images.media-allrecipes.com/userphotos/560x315/599150.jpg|4|10|10|20|242|4.83
137596|Mom's Sushi Rice|https://www.allrecipes.com/recipe/137596/moms-sushi-rice/|https://images.media-allrecipes.com/userphotos/560x315/5421868.jpg|10|10|20|65|156|4.76
27190|Gyoza|https://www.allrecipes.com/recipe/27190/gyoza/|https://images.media-allrecipes.com/userphotos/313346.jpg|10|40|5|45|195|4.430769230769231
14024|Soba with Toasted Sesame Seed Sauce|https://www.allrecipes.com/recipe/14024/soba-with-toasted-sesame-seed-sauce/|https://images.media-allrecipes.com/userphotos/560x315/1167296.jpg|4|None|None|None|140|4.03
24228|Sushi Roll|https://www.allrecipes.com/recipe/24228/sushi-roll/|https://images.media-allrecipes.com/userphotos/560x315/5360403.jpg|8|45|None|45|140|4.41
47022|Glo's Sausage Fried Rice|https://www.allrecipes.com/recipe/47022/glos-sausage-fried-rice/|https://images.media-allrecipes.com/userphotos/638465.jpg|8|20|20|40|162|4.487654320987654
151006|Korean Soft Tofu Stew (Soon Du Bu Jigae)|https://www.allrecipes.com/recipe/151006/korean-soft-tofu-stew-soon-du-bu-jigae/|https://images.media-allrecipes.com/userphotos/1194567.jpg|2|5|15|20|21|3.7142857142857144
192812|Kongnamool (Korean Soybean Sprouts)|https://www.allrecipes.com/recipe/192812/kongnamool-korean-soybean-sprouts/|https://images.media-allrecipes.com/userphotos/560x315/716489.jpg|4|10|5|15|50|4.64
193863|Authentic Korean Bulgogi|https://www.allrecipes.com/recipe/193863/authentic-korean-bulgogi/|https://images.media-allrecipes.com/userphotos/560x315/562735.jpg|4|20|10|180|34|4.55
88344|Korean Spicy Chicken and Potato (Tak Toritang)|https://www.allrecipes.com/recipe/88344/korean-spicy-chicken-and-potato-tak-toritang/|https://images.media-allrecipes.com/userphotos/7747992.jpg|4|15|45|60|262|4.606870229007634
42964|Awesome Korean Steak|https://www.allrecipes.com/recipe/42964/awesome-korean-steak/|https://images.media-allrecipes.com/userphotos/560x315/6619293.jpg|6|20|10|750|185|4.56
48546|Korean BBQ Beef (Pul-Kogi)|https://www.allrecipes.com/recipe/48546/korean-bbq-beef-pul-kogi/|https://images.media-allrecipes.com/userphotos/560x315/847520.jpg|4|25|5|30|132|4.65
228241|Vegetarian Bibimbap|https://www.allrecipes.com/recipe/228241/vegetarian-bibimbap/|https://images.media-allrecipes.com/userphotos/560x315/882007.jpg|3|30|20|50|109|4.55
238844|Korean Fried Chicken|https://www.allrecipes.com/recipe/238844/korean-fried-chicken/|https://images.media-allrecipes.com/userphotos/3548113.jpg|4|15|10|265|133|4.578947368421052
47575|Bulgogi (Korean BBQ)|https://www.allrecipes.com/recipe/47575/bulgogi-korean-bbq/|https://images.media-allrecipes.com/userphotos/250x250/62201.jpg|4|25|10|95|75|4.28
162036|Korean Spicy Marinated Pork (Dae Ji Bool Gogi)|https://www.allrecipes.com/recipe/162036/korean-spicy-marinated-pork-dae-ji-bool-gogi/|https://images.media-allrecipes.com/userphotos/2267835.jpg|8|45|15|240|90|4.611111111111111
51252|Korean Marinade|https://www.allrecipes.com/recipe/51252/korean-marinade/|https://images.media-allrecipes.com/userphotos/560x315/430415.jpg|6|10|None|10|63|4.68
20648|Spicy Pakistani Zucchini|https://www.allrecipes.com/recipe/20648/spicy-pakistani-zucchini/|https://images.media-allrecipes.com/userphotos/250x250/248665.jpg|5|5|15|20|17|3.83
150337|Kokub's Mango Chutney from Pakistan|https://www.allrecipes.com/recipe/150337/kokubs-mango-chutney-from-pakistan/|https://images.media-allrecipes.com/userphotos/560x315/2256895.jpg|24|25|35|540|33|4.74
16102|Chicken Biryani|https://www.allrecipes.com/recipe/16102/chicken-biryani/|https://images.media-allrecipes.com/userphotos/1932914.jpg|7|None|None|None|155|4.303225806451613
72483|Biriyani|https://www.allrecipes.com/recipe/72483/biriyani/|https://images.media-allrecipes.com/userphotos/68506.jpg|12|15|45|60|17|4.117647058823529
28372|Chicken Jalfrezi|https://www.allrecipes.com/recipe/28372/chicken-jalfrezi/|https://images.media-allrecipes.com/userphotos/1221508.jpg|6|20|55|75|458|4.563318777292577
16084|Pakistani Spicy Chickpeas|https://www.allrecipes.com/recipe/16084/pakistani-spicy-chickpeas/|https://images.media-allrecipes.com/userphotos/560x315/17581.jpg|5|None|None|None|72|4.37
136456|Vegetable Biryani|https://www.allrecipes.com/recipe/136456/vegetable-biryani/|https://images.media-allrecipes.com/userphotos/71829.jpg|4|35|30|65|53|4.471698113207547
150812|Butter Lamb Gravy|https://www.allrecipes.com/recipe/150812/butter-lamb-gravy/|https://images.media-allrecipes.com/userphotos/560x315/199892.jpg|6|25|35|60|64|4.49
54024|Pakistani Lentil Curry|https://www.allrecipes.com/recipe/54024/pakistani-lentil-curry/|https://images.media-allrecipes.com/userphotos/250x250/440879.jpg|2|15|40|115|43|4.33
30936|Pakistani Pot Roast Beef Fillets (Pasanday)|https://www.allrecipes.com/recipe/30936/pakistani-pot-roast-beef-fillets-pasanday/|https://images.media-allrecipes.com/userphotos/560x315/5159173.jpg|8|15|40|55|45|4.34
84038|Matar Pulao (Rice with Peas)|https://www.allrecipes.com/recipe/84038/matar-pulao-rice-with-peas/|https://images.media-allrecipes.com/userphotos/560x315/199893.jpg|6|5|25|30|29|4.14
53783|Chicken Jalfarezi|https://www.allrecipes.com/recipe/53783/chicken-jalfarezi/|https://images.media-allrecipes.com/userphotos/524692.jpg|4|15|25|40|39|3.9743589743589745
229079|Spinach and Cauliflower Bhaji|https://www.allrecipes.com/recipe/229079/spinach-and-cauliflower-bhaji/|https://images.media-allrecipes.com/userphotos/560x315/1939839.jpg|4|20|20|40|32|4.54
31044|Minced Beef with Black-Eyed Beans|https://www.allrecipes.com/recipe/31044/minced-beef-with-black-eyed-beans/|https://images.media-allrecipes.com/userphotos/560x315/4575814.jpg|4|15|20|35|29|4.35
8955|Pakistani Potato Chicken|https://www.allrecipes.com/recipe/8955/pakistani-potato-chicken/|https://images.media-allrecipes.com/userphotos/647532.jpg|6|25|50|75|23|3.8260869565217392
84009|Curried Beef with Winter Vegetables|https://www.allrecipes.com/recipe/84009/curried-beef-with-winter-vegetables/|https://images.media-allrecipes.com/userphotos/560x315/4464921.jpg|8|35|90|125|15|4.35
215055|Bengali Chicken Curry with Potatoes|https://www.allrecipes.com/recipe/215055/bengali-chicken-curry-with-potatoes/|https://images.media-allrecipes.com/userphotos/6067251.jpg|4|25|60|85|66|4.257575757575758
160111|Bengali Dhal|https://www.allrecipes.com/recipe/160111/bengali-dhal/|https://images.media-allrecipes.com/userphotos/560x315/3933546.jpg|4|15|30|45|15|4.0
25275|Persian Sabzi Polo (Herb Rice with Fava Beans)|https://www.allrecipes.com/recipe/25275/persian-sabzi-polo-herb-rice-with-fava-beans/|https://images.media-allrecipes.com/userphotos/560x315/253957.jpg|16|20|55|75|27|4.19
49450|Khoresht Fesenjaan (Chicken with Pomegranate Sauce)|https://www.allrecipes.com/recipe/49450/khoresht-fesenjaan-chicken-with-pomegranate-sauce/|https://images.media-allrecipes.com/userphotos/1093231.jpg|12|20|210|230|25|3.76
240606|Persian Rice|https://www.allrecipes.com/recipe/240606/persian-rice/|https://images.media-allrecipes.com/userphotos/560x315/5635715.jpg|8|15|55|70|51|4.69
126778|Ash-e-jow (Iranian/Persian Barley Soup)|https://www.allrecipes.com/recipe/126778/ash-e-jow-iranianpersian-barley-soup/|https://images.media-allrecipes.com/userphotos/250x250/179022.jpg|8|10|120|130|68|4.45
55022|Persian Kabob|https://www.allrecipes.com/recipe/55022/persian-kabob/|https://images.media-allrecipes.com/userphotos/560x315/435670.jpg|6|15|15|390|36|4.07
59143|Persian Cucumber Yogurt (Maast-o Khiar)|https://www.allrecipes.com/recipe/59143/persian-cucumber-yogurt-maast-o-khiar/|https://images.media-allrecipes.com/userphotos/250x250/112962.jpg|16|15|None|75|42|4.22
85118|Pomegranate Stew with Chicken (Khoresh Fesenjan)|https://www.allrecipes.com/recipe/85118/pomegranate-stew-with-chicken-khoresh-fesenjan/|https://images.media-allrecipes.com/userphotos/8815.jpg|6|15|150|165|77|4.207792207792208
31794|Lubia Polo (Green Bean Rice)|https://www.allrecipes.com/recipe/31794/lubia-polo-green-bean-rice/|https://images.media-allrecipes.com/userphotos/560x315/5073853.jpg|6|20|70|90|32|4.02
69299|Persian Fesenjun|https://www.allrecipes.com/recipe/69299/persian-fesenjun/|None|4|15|30|45|37|3.918918918918919
14515|Persian Shish Kabob|https://www.allrecipes.com/recipe/14515/persian-shish-kabob/|https://images.media-allrecipes.com/userphotos/250x250/850145.jpg|4|20|15|35|27|4.61
30220|Persian Yogurt Salad|https://www.allrecipes.com/recipe/30220/persian-yogurt-salad/|https://images.media-allrecipes.com/userphotos/250x250/719543.jpg|8|10|None|490|22|4.37
38034|Herbed Pomegranate Salsa|https://www.allrecipes.com/recipe/38034/herbed-pomegranate-salsa/|https://images.media-allrecipes.com/userphotos/560x315/1072012.jpg|4|20|None|140|20|4.73
88080|Iskender Kebab|https://www.allrecipes.com/recipe/88080/iskender-kebab/|https://images.media-allrecipes.com/userphotos/3731.jpg|4|15|15|30|21|4.0
214086|Traci's Adobo Seasoning|https://www.allrecipes.com/recipe/214086/tracis-adobo-seasoning/|https://images.media-allrecipes.com/userphotos/560x315/1026585.jpg|21|5|None|5|123|4.65
45580|Grilled Chicken Adobo|https://www.allrecipes.com/recipe/45580/grilled-chicken-adobo/|https://images.media-allrecipes.com/userphotos/808219.jpg|8|15|35|50|233|4.313304721030043
230047|Duck Adobo|https://www.allrecipes.com/recipe/230047/duck-adobo/|https://images.media-allrecipes.com/userphotos/560x315/4573878.jpg|6|20|135|155|21|4.52
28363|Adobo Chicken with Ginger|https://www.allrecipes.com/recipe/28363/adobo-chicken-with-ginger/|https://images.media-allrecipes.com/userphotos/699806.jpg|6|20|40|60|360|4.444444444444445
40351|Lumpia (Shanghai version)|https://www.allrecipes.com/recipe/40351/lumpia-shanghai-version/|https://images.media-allrecipes.com/userphotos/1087149.jpg|20|60|20|80|123|4.4227642276422765
14756|Filipino Ribs|https://www.allrecipes.com/recipe/14756/filipino-ribs/|https://images.media-allrecipes.com/userphotos/421829.jpg|11|None|None|None|88|4.375
22816|Chicken Adobo II|https://www.allrecipes.com/recipe/22816/chicken-adobo-ii/|https://images.media-allrecipes.com/userphotos/189103.jpg|6|15|30|45|87|4.379310344827586
31799|Pancit|https://www.allrecipes.com/recipe/31799/pancit/|https://images.media-allrecipes.com/userphotos/60188.jpg|4|10|50|60|86|4.325581395348837
86755|Garlic Rice|https://www.allrecipes.com/recipe/86755/garlic-rice/|https://images.media-allrecipes.com/userphotos/1001279.jpg|4|5|5|10|81|4.419753086419753
212929|Chicken Tinola|https://www.allrecipes.com/recipe/212929/chicken-tinola/|https://images.media-allrecipes.com/userphotos/754105.jpg|4|30|25|55|77|4.545454545454546
212940|Chicken Arroz Caldo (Chicken Rice Porridge)|https://www.allrecipes.com/recipe/212940/chicken-arroz-caldo-chicken-rice-porridge/|https://images.media-allrecipes.com/userphotos/6512910.jpg|5|20|30|50|60|4.833333333333333
152243|Lolah's Chicken Adobo|https://www.allrecipes.com/recipe/152243/lolahs-chicken-adobo/|https://images.media-allrecipes.com/userphotos/2143969.jpg|8|10|70|80|58|4.689655172413793
30815|Sinigang na Baka|https://www.allrecipes.com/recipe/30815/sinigang-na-baka/|https://images.media-allrecipes.com/userphotos/560x315/7205411.jpg|6|15|45|60|39|4.56
78131|Erin's Indonesian Chicken|https://www.allrecipes.com/recipe/78131/erins-indonesian-chicken/|https://images.media-allrecipes.com/userphotos/1299653.jpg|4|15|30|45|308|4.347402597402597
21230|Indonesian Pork Satay|https://www.allrecipes.com/recipe/21230/indonesian-pork-satay/|https://images.media-allrecipes.com/userphotos/1123535.jpg|4|30|10|400|67|4.746268656716418
169870|Mie Goreng - Indonesian Fried Noodles|https://www.allrecipes.com/recipe/169870/mie-goreng-indonesian-fried-noodles/|https://images.media-allrecipes.com/userphotos/5547474.jpg|6|20|15|35|54|4.444444444444445
18307|Indonesian Spiced Rice|https://www.allrecipes.com/recipe/18307/indonesian-spiced-rice/|https://images.media-allrecipes.com/userphotos/560x315/1945611.jpg|8|10|25|35|31|4.52
133866|Prawn Nasi Goreng|https://www.allrecipes.com/recipe/133866/prawn-nasi-goreng/|https://images.media-allrecipes.com/userphotos/560x315/1620662.jpg|2|20|10|30|19|4.48
165963|Indonesian Fried Rice (Nasi Goreng)|https://www.allrecipes.com/recipe/165963/indonesian-fried-rice-nasi-goreng/|https://images.media-allrecipes.com/userphotos/560x315/2839070.jpg|4|20|40|180|19|4.74
74975|Chicken In Coconut Sauce|https://www.allrecipes.com/recipe/74975/chicken-in-coconut-sauce/|https://images.media-allrecipes.com/userphotos/795780.jpg|4|15|45|60|22|4.045454545454546
221322|Indonesian Chicken Skewers with Peanut Sauce (Satay Ayam)|https://www.allrecipes.com/recipe/221322/indonesian-chicken-skewers-with-peanut-sauce-satay-ayam/|https://images.media-allrecipes.com/userphotos/1672873.jpg|4|10|30|100|16|4.5625
14535|Malaysian Barbecue Chicken Wings|https://www.allrecipes.com/recipe/14535/malaysian-barbecue-chicken-wings/|https://images.media-allrecipes.com/userphotos/56962.jpg|2|None|None|None|67|4.402985074626866
17108|Simple Malaysian Fried Chicken|https://www.allrecipes.com/recipe/17108/simple-malaysian-fried-chicken/|https://images.media-allrecipes.com/userphotos/35849.jpg|4|15|25|75|54|4.574074074074074
20718|Sherry Chicken Curry|https://www.allrecipes.com/recipe/20718/sherry-chicken-curry/|https://images.media-allrecipes.com/userphotos/3752804.jpg|4|15|30|45|84|4.285714285714286
30794|Malaysian Beef Rendang|https://www.allrecipes.com/recipe/30794/malaysian-beef-rendang/|https://images.media-allrecipes.com/userphotos/560x315/279533.jpg|6|30|90|120|40|4.02
45446|Satay Sauce|https://www.allrecipes.com/recipe/45446/satay-sauce/|https://images.media-allrecipes.com/userphotos/560x315/6960786.jpg|12|5|5|10|89|4.15
208612|Malaysian Mango Chicken Curry|https://www.allrecipes.com/recipe/208612/malaysian-mango-chicken-curry/|https://images.media-allrecipes.com/userphotos/2199669.jpg|2|20|20|40|114|4.385964912280702
16851|Chicken Curry III|https://www.allrecipes.com/recipe/16851/chicken-curry-iii/|https://images.media-allrecipes.com/userphotos/240113.jpg|8|10|40|50|80|3.9625
155363|Chicken Singapore Noodles|https://www.allrecipes.com/recipe/155363/chicken-singapore-noodles/|https://images.media-allrecipes.com/userphotos/4529075.jpg|6|25|10|45|36|4.416666666666667
181609|Chicken Curry Puffs|https://www.allrecipes.com/recipe/181609/chicken-curry-puffs/|https://images.media-allrecipes.com/userphotos/2465822.jpg|9|30|50|105|26|4.5
245612|Malaysian Red Curry Thighs|https://www.allrecipes.com/recipe/245612/malaysian-red-curry-thighs/|https://images.media-allrecipes.com/userphotos/3271282.jpg|8|15|45|60|19|4.7368421052631575
69769|Spicy Noodles - Malay Style|https://www.allrecipes.com/recipe/69769/spicy-noodles-malay-style/|https://images.media-allrecipes.com/userphotos/250x250/112891.jpg|4|15|35|50|15|3.9
48339|Mild Coconut Tofu Curry|https://www.allrecipes.com/recipe/48339/mild-coconut-tofu-curry/|https://images.media-allrecipes.com/userphotos/69585.jpg|4|15|30|45|19|3.789473684210526
20243|Chicken Curry V|https://www.allrecipes.com/recipe/20243/chicken-curry-v/|https://images.media-allrecipes.com/userphotos/6315218.jpg|4|10|35|45|15|4.4
64339|Thai Curry Chicken|https://www.allrecipes.com/recipe/64339/thai-curry-chicken/|https://images.media-allrecipes.com/userphotos/107966.jpg|4|20|15|35|24|3.9166666666666665
220443|Pad Kee Mow (Drunkard's Noodles)|https://www.allrecipes.com/recipe/220443/pad-kee-mow-drunkards-noodles/|https://images.media-allrecipes.com/userphotos/860032.jpg|6|25|15|40|40|4.475
90294|Thai Chicken Satay|https://www.allrecipes.com/recipe/90294/thai-chicken-satay/|https://images.media-allrecipes.com/userphotos/3638371.jpg|4|10|10|20|61|4.344262295081967
86005|Thai Pineapple Chicken Curry|https://www.allrecipes.com/recipe/86005/thai-pineapple-chicken-curry/|https://images.media-allrecipes.com/userphotos/6416838.jpg|6|15|35|50|481|4.509355509355509
13161|Tom Ka Gai (Coconut Chicken Soup)|https://www.allrecipes.com/recipe/13161/tom-ka-gai-coconut-chicken-soup/|https://images.media-allrecipes.com/userphotos/7670.jpg|6|15|20|35|301|4.378737541528239
72487|The Best Thai Peanut Sauce|https://www.allrecipes.com/recipe/72487/the-best-thai-peanut-sauce/|https://images.media-allrecipes.com/userphotos/560x315/1046799.jpg|16|15|None|15|215|3.96
222350|Authentic Pad Thai|https://www.allrecipes.com/recipe/222350/authentic-pad-thai/|https://images.media-allrecipes.com/userphotos/1023388.jpg|6|15|15|60|254|4.232283464566929
107366|My Chicken Pho Recipe|https://www.allrecipes.com/recipe/107366/my-chicken-pho-recipe/|https://images.media-allrecipes.com/userphotos/4176753.jpg|2|10|30|40|93|4.43010752688172
100893|Banh-Mi Style Vietnamese Baguette|https://www.allrecipes.com/recipe/100893/banh-mi-style-vietnamese-baguette/|https://images.media-allrecipes.com/userphotos/560x315/672061.jpg|2|20|25|45|29|4.49
16190|Bo Nuong Xa|https://www.allrecipes.com/recipe/16190/bo-nuong-xa/|https://images.media-allrecipes.com/userphotos/560x315/2307718.jpg|6|20|10|270|31|4.39
152156|Vietnamese Aromatic Lamb Chops|https://www.allrecipes.com/recipe/152156/vietnamese-aromatic-lamb-chops/|https://images.media-allrecipes.com/userphotos/560x315/1060249.jpg|5|10|20|510|122|4.49
223529|Vermicelli Noodle Bowl|https://www.allrecipes.com/recipe/223529/vermicelli-noodle-bowl/|https://images.media-allrecipes.com/userphotos/560x315/4482316.jpg|2|35|25|60|74|4.5
29945|Vietnamese Style Vegetarian Curry Soup|https://www.allrecipes.com/recipe/29945/vietnamese-style-vegetarian-curry-soup/|https://images.media-allrecipes.com/userphotos/560x315/6950554.jpg|8|30|90|120|69|4.38
14681|Vietnamese Beef Pho|https://www.allrecipes.com/recipe/14681/vietnamese-beef-pho/|https://images.media-allrecipes.com/userphotos/560x315/4459147.jpg|6|10|80|90|56|4.07
149687|Thai Chicken Spring Rolls|https://www.allrecipes.com/recipe/149687/thai-chicken-spring-rolls/|https://images.media-allrecipes.com/userphotos/661622.jpg|4|40|5|75|52|4.211538461538462
19406|Grilled Shrimp Rice Noodle Bowl|https://www.allrecipes.com/recipe/19406/grilled-shrimp-rice-noodle-bowl/|https://images.media-allrecipes.com/userphotos/560x315/5713737.jpg|2|25|10|35|33|4.05
142636|Vietnamese Golden Chicken Wings|https://www.allrecipes.com/recipe/142636/vietnamese-golden-chicken-wings/|https://images.media-allrecipes.com/userphotos/4468712.jpg|4|15|30|165|40|3.85
