recipe_num|category
144760|Italian
144760|Holiday
144760|World
144760|Main
144760|Dinner
14105|Family
14105|Vegetarian
14105|Italian
14105|Lowcarb
14105|Side
14105|World
14105|Dinner
18034|Vegetarian
18034|Italian
18034|Pasta
18034|Side
18034|World
18034|Main
18034|Dinner
24775|Low Calorie
24775|Vegetarian
24775|Passover
24775|Italian
24775|Side
24775|World
24775|Main
24775|Dinner
83311|Family
83311|Italian
83311|Side
83311|World
83311|Dinner
75479|Italian
75479|Pasta
75479|Side
75479|World
75479|Main
75479|Dinner
25243|Heart Healthy
25243|Low Calorie
25243|Vegetarian
25243|Italian
25243|Side
25243|World
25243|Dinner
141869|Heart Healthy
141869|Paleo
141869|Low Calorie
141869|Health
141869|Entertaining
141869|Italian
141869|Side
141869|World
141869|Dinner
217944|Heart Healthy
217944|Paleo
217944|Quick Easy
217944|Side
217944|Dinner
50187|Low Calorie
50187|Vegetarian
50187|Italian
50187|Side
50187|World
50187|Dinner
11695|Recipe Types
11695|Dinner
11695|Geographic
11695|Europe
11695|Southern Europe
11695|Side Dishes
11695|Recipe Types
11695|Side Dishes
11695|Heart Healthy
11695|Low Glycemic Index
11695|High Fiber
11695|Vegetarian
11695|Healthy
11695|Low Sodium
11695|Mediterranean Diet
11695|Low-Potassium
11695|Healthy [Ad Channel]
11695|SEO Test Broccoli
11695|Licensing
11695|Target
11695|Safeway
11695|Videos (Not Web Shows)
11695|Video Cookbook
11695|Vegetable
11695|Vegetable
11695|Cruciferous
11695|Italy
11695|Pasta Side Dishes
11695|Pasta and Noodles
11695|Cruciferous
11695|Broccoli
11695|Shaped Pasta
11695|Cavatelli Pasta
11695|Shell Pasta
11695|Healthy - Screened CTAX
11695|Experienced
11695|Broccoli, Fresh
11695|Everyday Cooking
11695|Vegetarian
11695|Side Dishes
255823|Italian
255823|Pasta
255823|Soup
255823|World
255823|Dinner
231287|Lunch
231287|Dinner
231287|Inspired Cuisine
231287|Italian Inspired
231287|Soups and Stews
231287|Stovetop
231287|30 Minutes to 1 Hour
231287|Vegetable
231287|Meat
231287|Pork
231287|Pork Sausage
231287|Greens
231287|Kale
231287|Recipe Types
231287|Dairy
231287|Milk
231287|Simmered
231287|Soups, Stews, Chili [Ad Channel]
231287|Quick and Easy
231287|Recipe Types
231287|Soups and Stews
231287|Soups
231287|Cream Soups
231287|Experienced
231287|DMP Segments
231287|ReynoldsSlowCooker
231287|Spice to Taste
231287|Soups
231287| Stews and Chili
231287|Soup
231287|Cream Soups
239635|Quick Easy
239635|Italian
239635|Soup
239635|World
223044|Italian
223044|Pasta
223044|Soup
223044|Pork
223044|World
277949|Entertaining
277949|Italian
277949|Pasta
277949|Soup
277949|Pork
277949|Holiday
277949|World
277949|Main
277949|Dinner
236599|Entertaining
236599|Italian
236599|Soup
236599|World
236599|Dinner
230790|Lunch
230790|Inspired Cuisine
230790|Italian Inspired
230790|Stovetop
230790|Advanced
230790|High Effort
230790|1 to 3 Hours
230790|Winter
230790|Hot Temperature
230790|Vegetable
230790|Nightshade
230790|Allium
230790|Leek
230790|Tomato
230790|Simmered
230790|Recipe Types
230790|Soups and Stews
230790|Soups
230790|Appliances
230790|Blender
230790|Vegetable
230790|Nightshade
230790|Vegetable Soups
230790|Canned Goods
230790|One Can
230790|Tomato
230790|Canned Tomatoes
230790|Soups, Stews, Chili [Ad Channel]
230790|Soups
230790| Stews and Chili
230790|Soup
230790|Vegetable Soup
12908|Gluten Free
12908|Dairy Free
12908|Health
12908|Italian
12908|Seafood
12908|Soup
12908|Lowcarb
12908|World
12908|Dinner
13183|Recipe Types
13183|Inspired Cuisine
13183|Italian Inspired
13183|Soups and Stews
13183|Spicy Flavor
13183|Recipe Types
13183|Italian [Ad Channel]
13183|Soups and Stews
13183|Winter
13183|Bacon (Pork)
13183|ReynoldsFoil
13183|Menus
13183|Top Recipes
13183|Licensing
13183|Safeway
13183|Videos (Not Web Shows)
13183|Video Cookbook
13183|Copycat Recipe
13183|Meat
13183|Pork
13183|Sausage (Mixed Meat)
13183|Bacon (Pork)
13183|Soups
13183|Stovetop
13183|Simmered
13183|Experienced
13183|Soups
13183| Stews and Chili
13183|Soup
25688|Dairy Free
25688|Italian
25688|Soup
25688|Beef
25688|World
88690|Italian
88690|Soup
88690|World
12918|Recipe Types
12918|Test Term : Main Dish
12918|Test Term : Side Dish
12918|Geographic
12918|Europe
12918|Southern Europe
12918|Italy
12918|Soups and Stews
12918|Vegetable
12918|Meat
12918|Pork
12918|Greens
12918|Spinach
12918|High Fiber
12918|Italian [Ad Channel]
12918|Licensing
12918|ReynoldsSlowCooker
12918|Safeway
12918|Soups
12918|Stovetop
12918|Simmered
12918|Experienced
12918|Soups
12918| Stews and Chili
12918|Soup
13126|Recipe Types
13126|Dinner
13126|Test Term : Main Dish
13126|Test Term : Side Dish
13126|Geographic
13126|Europe
13126|Southern Europe
13126|Italy
13126|Soups and Stews
13126|Bacon (Pork)
13126|Italian [Ad Channel]
13126|Winter
13126|Meat
13126|Pork
13126|Sausage (Mixed Meat)
13126|Bacon (Pork)
13126|Soups
13126|Cream Soups
13126|Vegetable Soups
13126|Family Fun
13126|Sales and Marketing Partners
13126|ReynoldsSlowCooker
13126|Swanson's broth subs
13126|Stovetop
13126|Simmered
13126|Experienced
13126|Soups
13126| Stews and Chili
13126|Soup
13126|Vegetable Soup
214164|Budget
214164|Quick Easy
214164|Italian
214164|Seafood
214164|Lowcarb
214164|World
214164|Main
214164|Dinner
12856|Italian
12856|Seafood
12856|Lowcarb
12856|World
12856|Main
12856|Dinner
11890|Italian
11890|Pasta
11890|Beef
11890|World
11890|Main
11890|Dinner
20568|Recipe Types
20568|Dinner
20568|Geographic
20568|Europe
20568|Southern Europe
20568|Authentic Cuisine
20568|Main Dishes
20568|Recipe Types
20568|Cheese
20568|Pasta and Noodles
20568|Vegetable
20568|Poultry
20568|Greens
20568|Spinach
20568|Strand and Ribbon Pasta
20568|Lasagna Noodles
20568|Italy
20568|Pasta and Noodles Main Dishes
20568|Chicken
20568|Chicken Livers
20568|Lasagna Main Dish
20568|Italian [Ad Channel]
20568|Meat
20568|Beef
20568|Ground Beef
20568|Main Dishes
20568|Cheese
20568|Pork
20568|Ground Pork
20568|Ricotta Cheese
20568|Pasta and Noodles Main Dishes
20568|Comfort Food
20568|Sales and Marketing Partners
20568|Swanson broth k-value 670 additions
20568|Experienced
20568|World Cuisine
20568|European
20568|Italian
13937|Vegetarian
13937|Quick Easy
13937|Italian
13937|Lowcarb
13937|World
88108|Recipe Types
88108|Dinner
88108|Test Term : Main Dish
88108|Geographic
88108|Europe
88108|Southern Europe
88108|Italy
88108|Main Dishes
88108|Stovetop
88108|Other Preparation Methods
88108|Pan Fried
88108|Fruit
88108|Mushrooms
88108|Vegetable
88108|Lemon
88108|Poultry
88108|Chicken
88108|Artichoke
88108|Seasonings
88108|Herbs
88108|Parsley
88108|Cooking with Wine
88108|Fruit
88108|Pasta and Noodles
88108|Meat
88108|Poultry
88108|Chicken
88108|Chicken Breasts
88108|Pasta and Noodles Main Dishes
88108|Lemon
88108|Lemon Juice
88108|Chicken - Main Dishes Only [Ad Channel]
88108|Licensing
88108|ReynoldsFoil
88108|Safeway
88108|Comfort Food
88108|Experienced
88108|5 to 30 Minutes
88108|World Cuisine
88108|European
88108|Italian
77194|Italian
77194|Beef
77194|World
77194|Main
77194|Dinner
241897|Budget
241897|Quick Easy
241897|Italian
241897|Pasta
241897|World
241897|Main
241897|Dinner
217195|Pasta
217195|Beef
217195|Main
217195|Dinner
217201|Pasta
217201|Main
217201|Dinner
234860|Main Dishes
234860|1 to 3 Hours
234860|Formal Entertaining
234860|Cheese
234860|Vegetable
234860|Mozzarella Cheese
234860|Pasta and Noodles Main Dishes
234860|Greens
234860|Squash
234860|Spinach
234860|Butternut Squash
234860|Lasagna Main Dish
234860|Winter Squash
234860|Pasta - Main Dishes Only [Ad Channel]
234860|Dinner
234860|Inspired Cuisine
234860|Italian Inspired
234860|Oven
234860|Baked
234860|Recipe Types
234860|Vegetarian
234860|Pasta and Noodles
234860|Strand and Ribbon Pasta
234860|Lasagna Noodles
234860|Aluminum Foil
234860|Recipe Types
234860|Main Dishes
234860|Pasta and Noodles Main Dishes
234860|Comfort Food
234860|Advanced
234860|DMP Segments
234860|ReynoldsFoil
234860|90 Plus Minutes
234860|World Cuisine
234860|European
234860|Italian
154183|Dinner
154183|Inspired Cuisine
154183|Italian Inspired
154183|Main Dishes
154183|Oven
154183|Baked
154183|Experienced
154183|Moderate Effort
154183|1 to 3 Hours
154183|Hot Temperature
154183|Cheese
154183|Pasta and Noodles
154183|Meat
154183|Beef
154183|Pork
154183|Pork Sausage
154183|Mozzarella Cheese
154183|Savory Flavor
154183|Pasta and Noodles Main Dishes
154183|Strand and Ribbon Pasta
154183|Recipe Types
154183|Dairy
154183|Ground Beef
154183|Lasagna Main Dish
154183|Lasagna Noodles
154183|Sour Cream
154183|Beef - Main Dishes Only [Ad Channel]
154183|Pasta and Noodles
154183|Strand and Ribbon Pasta
154183|Lasagna Noodles
154183|Comfort Food
154183|Multi-Generational Recipes
154183|Canned Goods
154183|Recipe Types
154183|Main Dishes
154183|Pasta and Noodles Main Dishes
154183|Two Cans
154183|Experienced
154183|ReynoldsFoil
154183|World Cuisine
154183|European
154183|Italian
18442|Family
18442|Italian
18442|Pasta
18442|Beef
18442|World
18442|Main
18442|Dinner
15085|Recipe Types
15085|Dinner
15085|Inspired Cuisine
15085|Italian Inspired
15085|Main Dishes
15085|Recipe Types
15085|Pasta and Noodles
15085|Pasta and Noodles
15085|Poultry
15085|Strand and Ribbon Pasta
15085|Lasagna Noodles
15085|Chicken
15085|Italian [Ad Channel]
15085|Main Dishes
15085|Pasta and Noodles Main Dishes
15085|Pasta and Noodles Main Dishes
15085|Chicken Breasts
15085|Lasagna Main Dish
15085|ReynoldsFoil
15085|Licensing
15085|Safeway
15085|Videos (Not Web Shows)
15085|Video Cookbook
15085|Cheese
15085|Cream Cheese
15085|Strand and Ribbon Pasta
15085|Lasagna Noodles
15085|Smooth and Creamy Texture
15085|Comfort Food
15085|Experienced
15085|World Cuisine
15085|European
15085|Italian
18789|Budget
18789|Quick Easy
18789|Mexican
18789|Pasta
18789|Beef
18789|World
18789|Main
18789|Dinner
11949|Italian
11949|Pasta
11949|Beef
11949|World
11949|Main
11949|Dinner
23105|Family
23105|Casserole
23105|Mexican
23105|Pasta
23105|Beef
23105|World
23105|Main
23105|Dinner
22158|Italian
22158|Pasta
22158|Beef
22158|World
22158|Main
22158|Dinner
255021|Seafood
255021|Pasta
255021|Main
255021|Dinner
254576|Quick Easy
254576|Seafood
254576|Pasta
254576|Main
254576|Dinner
232865|Inspired Cuisine
232865|Italian Inspired
232865|Main Dishes
232865|Stovetop
232865|Pan Fried
232865|Experienced
232865|Moderate Effort
232865|1 to 3 Hours
232865|Warm Temperature
232865|Pasta and Noodles
232865|Savory Flavor
232865|Pasta and Noodles Main Dishes
232865|Strand and Ribbon Pasta
232865|Recipe Types
232865|One-Dish Meals (serving)
232865|Spaghetti Main Dish
232865|Spaghetti Pasta
232865|Pasta - Main Dishes Only [Ad Channel]
232865|Weeknight
232865|Poultry
232865|Chicken
232865|Recipe Types
232865|Main Dishes
232865|Pasta and Noodles Main Dishes
232865|Experienced
232865|ReynoldsFoil
232865|World Cuisine
232865|European
232865|Italian
26286|Recipe Types
26286|Dinner
26286|Test Term : Main Dish
26286|Main Dishes
26286|Beginner
26286|5 to 30 Minutes
26286|Cheese
26286|Pasta and Noodles
26286|Poultry
26286|Chicken
26286|Strand and Ribbon Pasta
26286|Angel Hair Pasta
26286|Egg Free
26286|Leftovers
26286|Cheese
26286|Pasta and Noodles
26286|Poultry
26286|Chicken
26286|Chicken Breasts
26286|Pasta - Main Dishes Only [Ad Channel]
26286|Strand and Ribbon Pasta
26286|Spaghetti Pasta
26286|Processed Cheese Food
26286|Budget Conscious
26286|Canned Goods
26286|Pasta and Noodles Main Dishes
26286|Spaghetti Main Dish
26286|Two Cans
26286|Main Dish
26286|Pasta
26286|Chicken
157674|Entertaining
157674|Mexican
157674|Italian
157674|Pasta
157674|World
157674|Main
157674|Dinner
85635|Family
85635|Italian
85635|Pasta
85635|Beef
85635|World
85635|Main
85635|Dinner
8976|Recipe Types
8976|Dinner
8976|Main Dishes
8976|Stovetop
8976|Boiled
8976|Recipe Types
8976|Poultry
8976|Chicken
8976|Chicken Breasts
8976|Pasta - Main Dishes Only [Ad Channel]
8976|Videos (Not Web Shows)
8976|Video Cookbook
8976|Pasta and Noodles
8976|Strand and Ribbon Pasta
8976|Spaghetti Pasta
8976|Main Dishes
8976|Cheese
8976|Processed Cheese Food
8976|Pasta and Noodles Main Dishes
8976|Spaghetti Main Dish
8976|Comfort Food
8976|Canned Goods
8976|Two Cans
8976|Experienced
8976|HVR Shaker Recipes
8976|Main Dish
8976|Pasta
8976|Chicken
53178|Recipe Types
53178|Dinner
53178|Test Term : Main Dish
53178|Geographic
53178|Inspired Cuisine
53178|Italian Inspired
53178|Main Dishes
53178|Recipe Types
53178|Main Dishes
53178|High Fiber
53178|5 to 30 Minutes
53178|Pasta and Noodles
53178|Vegetable
53178|Poultry
53178|Chicken
53178|Nightshade
53178|Tomato
53178|Seasonings
53178|Seasoning Mixes
53178|Cajun and Creole Seasoning
53178|Pasta and Noodles
53178|Vegetable
53178|Poultry
53178|Chicken
53178|Chicken Breasts
53178|Pasta - Main Dishes Only [Ad Channel]
53178|Licensing
53178|Safeway
53178|Strand and Ribbon Pasta
53178|Spaghetti Pasta
53178|North America
53178|United States
53178|Western United States
53178|Pacific West
53178|California
53178|Pasta and Noodles Main Dishes
53178|Spaghetti Main Dish
53178|Nightshade
53178|Comfort Food
53178|Experienced
53178|World Cuisine
53178|European
53178|Italian
232227|Family
232227|Pasta
232227|Beef
232227|Main
232227|Dinner
23181|Casserole
23181|Pasta
23181|Main
23181|Dinner
16849|Recipe Types
16849|Dinner
16849|Test Term : Main Dish
16849|Main Dishes
16849|Stovetop
16849|Boiled
16849|30 Minutes to 1 Hour
16849|Cheese
16849|Pasta and Noodles
16849|Spicy Flavor
16849|Poultry
16849|Chicken
16849|Cheese
16849|Pasta and Noodles
16849|Poultry
16849|Chicken
16849|Chicken Breasts
16849|Pasta - Main Dishes Only [Ad Channel]
16849|Make Ahead of Time
16849|Budget Conscious
16849|Freezable
16849|Canned Goods
16849|Licensing
16849|Safeway
16849|Strand and Ribbon Pasta
16849|Spaghetti Pasta
16849|Processed Cheese Food
16849|Pasta and Noodles Main Dishes
16849|Spaghetti Main Dish
16849|Two Cans
16849|Experienced
16849|Main Dish
16849|Pasta
16849|Chicken
148543|Dinner
148543|Beef - Main Dishes Only [Ad Channel]
148543|Geographic
148543|Inspired Cuisine
148543|Italian Inspired
148543|Stovetop
148543|Experienced
148543|Recipe Types
148543|Simmered
148543|Main Dishes
148543|Moderate Effort
148543|1 to 3 Hours
148543|Casual Entertaining
148543|Hot Temperature
148543|Pasta and Noodles
148543|Meat
148543|Beef
148543|Pork
148543|Pork Sausage
148543|Savory Flavor
148543|Pasta and Noodles Main Dishes
148543|Strand and Ribbon Pasta
148543|Ground Beef
148543|Spaghetti Main Dish
148543|Spaghetti Pasta
148543|Patriotic
148543|North America
148543|United States
148543|Middle Atlantic United States
148543|District of Columbia
148543|Independence Day
148543|Recipe Types
148543|Main Dishes
148543|Pasta and Noodles Main Dishes
148543|Comfort Food
148543|Canned Goods
148543|Two Cans
148543|Experienced
148543|DMP Segments
148543|ReynoldsSlowCooker
148543|90 Plus Minutes
148543|World Cuisine
148543|European
148543|Italian
19356|Recipe Types
19356|Dinner
19356|Test Term : Main Dish
19356|Main Dishes
19356|Pasta and Noodles
19356|Strand and Ribbon Pasta
19356|Spaghetti Pasta
19356|Low Glycemic Index
19356|Healthy [Ad Channel]
19356|Inspired Cuisine
19356|Italian Inspired
19356|Pasta and Noodles Main Dishes
19356|Spaghetti Main Dish
19356|Comfort Food
19356|Canned Goods
19356|Two Cans
19356|ReynoldsSlowCooker
19356|HVR Shaker Recipes
19356|Experienced
19356|Meat
19356|Pork
19356|Pork Sausage
19356|Italian Pork Sausage
19356|World Cuisine
19356|European
19356|Italian
56412|Recipe Types
56412|Dinner
56412|Test Term : Main Dish
56412|Inspired Cuisine
56412|Italian Inspired
56412|Main Dishes
56412|Recipe Types
56412|Main Dishes
56412|High Fiber
56412|Beginner
56412|Pasta and Noodles
56412|Pasta and Noodles Main Dishes
56412|Spaghetti Main Dish
56412|30 Minutes to 1 Hour
56412|Italian [Ad Channel]
56412|Quick and Easy
56412|Budget Conscious
56412|Comfort Food
56412|Summer
56412|Licensing
56412|Safeway
56412|Pasta and Noodles
56412|Vegetable
56412|Meat
56412|Nightshade
56412|Peppers
56412|Bell Peppers
56412|Strand and Ribbon Pasta
56412|Spaghetti Pasta
56412|Pasta and Noodles Main Dishes
56412|Pork
56412|Pork Sausage
56412|Italian Pork Sausage
56412|World Cuisine
56412|European
56412|Italian
15157|Pasta
15157|Side
15157|Dinner
82007|Family
82007|World
82007|Main
82007|Dinner
222197|Main
222197|Dinner
223075|Dinner
223075|Main Dishes
223075|Oven
223075|Baked
223075|1 to 3 Hours
223075|Meat
223075|Pork
223075|Pork Sausage
223075|Pizza
223075|Recipe Types
223075|Italian [Ad Channel]
223075|Theme Parties
223075|Super Bowl
223075|Cookware by Type
223075|Skillet
223075|Recipe Types
223075|Main Dishes
223075|Pizza
223075|Skillet (Cast Iron)
223075|Experienced
223075|Prepared Food
223075|Yeast
223075|Allrecipes Allstars
223075|HVR Shaker Recipes
223075|Meat and Poultry
223075|Pork
223075|Sausage
236208|Entertaining
236208|Italian
236208|World
236208|Main
236208|Dinner
233084|Dinner
233084|Inspired Cuisine
233084|Indian Inspired
233084|Italian Inspired
233084|Main Dishes
233084|Oven
233084|Baked
233084|5 to 30 Minutes
233084|Meat
233084|Pork
233084|Pizza
233084|Recipe Types
233084|Quick and Easy [Ad Channel]
233084|Quick and Easy
233084|Prosciutto
233084|Weeknight
233084|Smoked and Cured Pork
233084|Recipe Types
233084|Main Dishes
233084|Pizza
233084|Cooking for Two
233084|Experienced
233084|World Cuisine
233084|Asian
233084|Indian
141099|Entertaining
141099|Budget
141099|Quick Easy
141099|Italian
141099|World
141099|Main
141099|Dinner
232032|Vegetarian
232032|Main
232032|Dinner
220190|Family
220190|Budget
220190|Mexican
220190|Italian
220190|Beef
220190|World
220190|Main
220190|Dinner
23735|Recipe Types
23735|Dinner
23735|Test Term : Main Dish
23735|Main Dishes
23735|Oven
23735|Baked
23735|Autumn
23735|Cheese
23735|Recipe Types
23735|Leftovers
23735|Main Dishes
23735|Pizza
23735|Geographic
23735|Geographic
23735|North America
23735|North America
23735|United States
23735|Middle Atlantic United States
23735|New York
23735|Cheese
23735|Poultry
23735|Chicken
23735|Dinner Spinner
23735|Family/Kid Friendly [Ad Channel]
23735|Theme Parties
23735|Father' Day
23735|Licensing
23735|ReynoldsSlowCooker
23735|Safeway
23735|Blue Cheese
23735|Spicy Flavor
23735|Super Bowl
23735|Buffalo Flavor
23735|Experienced
23735|Meat and Poultry
23735|Chicken
23735|Chicken Breasts
8990|Recipe Types
8990|Dinner
8990|Test Term : Main Dish
8990|Main Dishes
8990|Oven
8990|Baked
8990|Beginner
8990|Cheese
8990|Pizza
8990|Poultry
8990|Chicken
8990|Nightshade
8990|Tomato
8990|Cheese
8990|Vegetable
8990|Poultry
8990|Chicken
8990|Chicken Breasts
8990|Cheese [Ad Channel]
8990|AR Photo
8990|Licensing
8990|Father' Day
8990|Safeway
8990|Mozzarella Cheese
8990|Nightshade
8990|Pizza
8990|Canned Goods
8990|One Can
8990|Meat and Poultry
8990|Chicken
8990|Chicken Breasts
23702|Family
23702|Budget
23702|Quick Easy
23702|Main
14873|Family
14873|Vegetarian
14873|Lowcarb
14873|Holiday
14873|Main
15022|Family
15022|Vegetarian
15022|Main
133948|Italian
133948|Holiday
133948|World
133948|Main
133948|Dinner
32148|Recipe Types
32148|Dinner
32148|Test Term : Main Dish
32148|Main Dishes
32148|Beginner
32148|30 Minutes to 1 Hour
32148|Pizza
32148|Poultry
32148|Chicken
32148|Seasonings
32148|Herbs
32148|Cilantro
32148|Pizza
32148|Poultry
32148|Chicken
32148|Chicken Breasts
32148|Family/Kid Friendly [Ad Channel]
32148|Quick and Easy
32148|Budget Conscious
32148|AR Photo
32148|Licensing
32148|ReynoldsFoil
32148|Safeway
32148|Theme Parties
32148|Super Bowl
32148|Main Dish
32148|Pizza
32148|Chicken
24878|Recipe Types
24878|Dinner
24878|Test Term : Main Dish
24878|Main Dishes
24878|Oven
24878|Baked
24878|30 Minutes to 1 Hour
24878|Cheese
24878|Spicy Flavor
24878|Pizza
24878|Recipe Types
24878|Cheese
24878|Poultry
24878|Poultry
24878|Chicken
24878|Chicken
24878|Chicken Breasts
24878|Family/Kid Friendly [Ad Channel]
24878|AR Photo
24878|Licensing
24878|ReynoldsFoil
24878|Copycat Recipe
24878|Safeway
24878|Monterey Jack Cheese
24878|Theme Parties
24878|Super Bowl
24878|Geographic
24878|North America
24878|United States
24878|Western United States
24878|Pacific West
24878|California
24878|Pizza
24878|Experienced
24878|Main Dish
24878|Pizza
24878|Chicken
37677|Italian
37677|Beef
37677|World
37677|Main
37677|Dinner
32086|Recipe Types
32086|Dinner
32086|Main Dishes
32086|Recipe Types
32086|Main Dishes
32086|Pizza
32086|Poultry
32086|Chicken
32086|Beginner
32086|5 to 30 Minutes
32086|[don't use] kid chefs
32086|Low-Potassium
32086|Family/Kid Friendly [Ad Channel]
32086|Kid Cooks
32086|Quick and Easy
32086|Budget Conscious
32086|Lifestyle
32086|ReynoldsFoil
32086|Licensing
32086|Safeway
32086|Canadian Occasions
32086|Grey Cup
32086|Theme Parties
32086|Super Bowl
32086|Main Dish
32086|Pizza
32086|Chicken
24368|Family
24368|Vegetarian
24368|Italian
24368|World
24368|Main
24368|Dinner
25425|Slow
25425|Pasta
25425|Beef
25425|Main
25425|Dinner
16756|Family
16756|Vegetarian
16756|Main
16756|Dinner
91769|Recipe Types
91769|Dinner
91769|Test Term : Main Dish
91769|Inspired Cuisine
91769|Italian Inspired
91769|Main Dishes
91769|Recipe Types
91769|Oven
91769|Baked
91769|Cheese
91769|[Yahoo] Main Ingredient
91769|[Yahoo] Chicken
91769|[Yahoo] Course/Meal
91769|[Yahoo] Dinner
91769|[Yahoo] Provider
91769|[Yahoo] All Recipes
91769|[Yahoo] Taste & Texture
91769|[Yahoo] Savory
91769|[Yahoo] Meaty
91769|[Yahoo] Cooking Method
91769|[Yahoo] Baking
91769|Sauvignon Blanc and Fume Blanc
91769|[Yahoo] Occasion/Holiday
91769|[Yahoo] Super Bowl
91769|Main Dishes
91769|Pizza
91769|Poultry
91769|Chicken
91769|Nightshade
91769|Tomato
91769|Cheese
91769|Vegetable
91769|Poultry
91769|Prepared Food
91769|Chicken
91769|Family/Kid Friendly [Ad Channel]
91769|Summer
91769|Ricotta Cheese
91769|Nightshade
91769|Canned Goods
91769|One Can
91769|Experienced
91769|Refrigerated Pizza Dough
91769|World Cuisine
91769|European
91769|Italian
74375|Main Dishes
74375|Oven
74375|Baked
74375|Beginner
74375|Pizza
74375|Poultry
74375|Chicken
74375|Recipe Types
74375|Poultry
74375|Fats and Oils
74375|Chicken
74375|Chicken Breasts
74375|30 Minutes to 1 Hour
74375|Family/Kid Friendly [Ad Channel]
74375|Quick and Easy
74375|Budget Conscious
74375|Theme Parties
74375|Super Bowl
74375|Pizza
74375|Sesame Oil
74375|ReynoldsFoil
74375|Meat and Poultry
74375|Chicken
74375|Chicken Breasts
215381|Family
215381|Main
93357|Family
93357|Italian
93357|World
93357|Main
93357|Dinner
18874|Family
18874|Italian
18874|World
18874|Main
18874|Dinner
18878|Italian
18878|World
18878|Main
18878|Dinner
6806|Main
6806|Dinner
7197|Dinner
7197|Inspired Cuisine
7197|Italian Inspired
7197|Main Dishes
7197|Savory Pies
7197|Recipe Types
7197|Calzones
7197|High Fiber
7197|Family/Kid Friendly [Ad Channel]
7197|Vegetable
7197|Prepared Food
7197|Vegetable
7197|Cruciferous
7197|Cruciferous
7197|Broccoli
7197|SEO Test Broccoli
7197|HVR Shaker Recipes
7197|Licensing
7197|Safeway
7197|Cheese
7197|Ricotta Cheese
7197|Experienced
7197|Yeast
7197|Broccoli, Frozen
7197|World Cuisine
7197|European
7197|Italian
111368|Family
111368|Italian
111368|World
111368|Main
34363|Italian
34363|World
34363|Main
34363|Dinner
32165|Italian
32165|World
32165|Main
32165|Dinner
7198|Dinner
7198|Main Dishes
7198|Savory Pies
7198|Recipe Types
7198|Calzones
7198|High Fiber
7198|Family/Kid Friendly [Ad Channel]
7198|Vegetable
7198|Prepared Food
7198|Vegetable
7198|Cruciferous
7198|Cruciferous
7198|Broccoli
7198|Cheese
7198|Mozzarella Cheese
7198|Yeast
7198|Broccoli, Fresh
7198|SEO Test Broccoli
7198|Main Dish
7198|Savory Pies
20644|Budget
20644|Vegetarian
20644|Quick Easy
20644|Main
20644|Dinner
22634|Budget
22634|Quick Easy
22634|Main
82063|Quick Easy
82063|Italian
82063|World
82063|Main
233731|Dinner
233731|Oven
233731|Baked
233731|30 Minutes to 1 Hour
233731|Meat
233731|Beef
233731|Ground Beef
233731|Main Dishes
233731|Pasta and Noodles
233731|Strand and Ribbon Pasta
233731|Savory Pies
233731|Recipe Types
233731|Leftovers
233731|Spaghetti Pasta
233731|Family/Kid Friendly [Ad Channel]
233731|Calzones
233731|Experienced
233731|Allrecipes Allstars
233731|DMP Segments
233731|ReynoldsFoil
233731|Spice to Taste
233731|Main Dish
233731|Savory Pies
233731|Beef Pie
82064|Quick Easy
82064|Italian
82064|World
82064|Main
82064|Dinner
217132|Slow
217132|Beef
217132|Lowcarb
217132|Main
217132|Dinner
241263|Slow
241263|Beef
241263|Main
241263|Dinner
53096|Family
53096|Beef
53096|Main
53096|Dinner
234536|Quick Easy
234536|Italian
234536|World
22270|Paleo
22270|Beef
46678|Paleo
46678|Italian
46678|Beef
46678|World
139699|Health
139699|Entertaining
139699|Quick Easy
139699|Italian
139699|Lowfat
139699|Seafood
139699|Pasta
139699|World
139699|Main
139699|Dinner
94374|Italian
94374|Seafood
94374|World
94374|Main
94374|Dinner
151340|Budget
151340|Beef
151340|Main
247370|Italian
247370|Beef
247370|World
247370|Main
247370|Dinner
6814|Family
6814|Italian
6814|World
7080|Family
7080|Italian
7080|Lowfat
7080|World
218729|Italian
218729|World
18020|Family
18020|Italian
18020|Lowfat
18020|World
18020|Main
257198|Family
257198|Quick Easy
257198|Dinner
222866|Italian
222866|World
244766|Family
244766|Quick Easy
186983|Lunch
186983|Dinner
186983|Geographic
186983|Latin America
186983|Central America
186983|Mexico
186983|Spicy Flavor
186983|Quick and Easy [Ad Channel]
186983|Videos (Not Web Shows)
186983|Video Cookbook
186983|30 Minutes to 1 Hour
186983|Cinco de Mayo
186983|Theme Parties
186983|Super Bowl
186983|Appliances
186983|Toaster Oven
186983|Oven
186983|Broiled
186983|Recipe Types
186983|Main Dishes
186983|Poultry
186983|Tortilla Main Dishes
186983|Chicken
186983|Chicken Breasts
186983|Fajitas
186983|Low Effort
186983|Moist Texture
186983|Seasonings
186983|Seasoning Mixes
186983|Taco Seasoning
186983|Casual Entertaining
186983|Hot Temperature
186983|Campus Cooking
186983|Quick and Easy
186983|Budget Conscious
186983|Experienced
186983|Sour and Tangy Flavor
186983|ReynoldsFoil
186983|World Cuisine
186983|Latin American
186983|Mexican
214572|Dinner
214572|Geographic
214572|Inspired Cuisine
214572|Latin America
214572|Central America
214572|Mexico
214572|Main Dishes
214572|Stovetop
214572|Deep Fried
214572|Experienced
